transcript_link,date,youtube_link
/et/202301121000,2023-01-12 10:00:00,https://www.youtube.com/watch?v=oCEsf196T8g
/et/202301161500,2023-01-16 15:00:00,https://www.youtube.com/watch?v=mSUNrWxgEc0
/et/202301171000,2023-01-17 10:00:00,https://www.youtube.com/watch?v=uEokOwjCnCk
/et/202301181200,2023-01-18 12:00:00,https://www.youtube.com/watch?v=xwz_e7UyUHo
/et/202301181400,2023-01-18 14:00:00,https://www.youtube.com/watch?v=rM98XlT7a4s
/et/202301191000,2023-01-19 10:00:00,https://www.youtube.com/watch?v=ZLegwkN8Fwo
/et/202301231500,2023-01-23 15:00:00,https://www.youtube.com/watch?v=I0HawMQiEdg
/et/202301241000,2023-01-24 10:00:00,https://www.youtube.com/watch?v=jXfGYGxcBT0
/et/202301251200,2023-01-25 12:00:00,https://www.youtube.com/watch?v=UG7s6vIqRdc
/et/202301251400,2023-01-25 14:00:00,https://www.youtube.com/watch?v=b78niJM5nd4
/et/202301261000,2023-01-26 10:00:00,https://www.youtube.com/watch?v=TeY95yr6d_s
/et/202302061500,2023-02-06 15:00:00,https://www.youtube.com/watch?v=Wd0XcPf90dY
/et/202302071000,2023-02-07 10:00:00,https://www.youtube.com/watch?v=RdsLjqLgR-4
/et/202302081200,2023-02-08 12:00:00,https://www.youtube.com/watch?v=S8GpxBju4_w
/et/202302081400,2023-02-08 14:00:00,https://www.youtube.com/watch?v=5XYqD1wxJwc
/et/202302091000,2023-02-09 10:00:00,https://www.youtube.com/watch?v=zoPyogWdPLo
/et/202302131500,2023-02-13 15:00:00,https://www.youtube.com/watch?v=QsQCsRgxJYk
/et/202302141000,2023-02-14 10:00:00,https://www.youtube.com/watch?v=zcVHztwxbhU
/et/202302151200,2023-02-15 12:00:00,https://www.youtube.com/watch?v=dAN_0Y0BEmM
/et/202302151400,2023-02-15 14:00:00,https://www.youtube.com/watch?v=um-sGLA7aWg
/et/202302161000,2023-02-16 10:00:00,https://www.youtube.com/watch?v=nyKzPXyLezw
/et/202302201500,2023-02-20 15:00:00,https://www.youtube.com/watch?v=Li_fH3kAdlI
/et/202302211000,2023-02-21 10:00:00,https://www.youtube.com/watch?v=0wNptPbK6b0
/et/202302221200,2023-02-22 12:00:00,https://www.youtube.com/watch?v=5gAs8TPyjbA
/et/202302221400,2023-02-22 14:00:00,https://www.youtube.com/watch?v=AeqDmT48_Ss
/et/202302231000,2023-02-23 10:00:00,
/et/202304101400,2023-04-10 14:00:00,https://www.youtube.com/watch?v=x3Meb-_7K8A
/et/202304111000,2023-04-11 10:00:00,https://www.youtube.com/watch?v=HnPgbtAF00g
/et/202304121400,2023-04-12 14:00:00,https://www.youtube.com/watch?v=I4e5-jaf_2M
/et/202304131000,2023-04-13 10:00:00,
/et/202304171500,2023-04-17 15:00:00,https://www.youtube.com/watch?v=ou0tvuRRSxo
/et/202304181000,2023-04-18 10:00:00,https://www.youtube.com/watch?v=g2tIe-reujw
/et/202304191200,2023-04-19 12:00:00,https://www.youtube.com/watch?v=xLLy1puYcNM
/et/202304191400,2023-04-19 14:00:00,https://www.youtube.com/watch?v=CZRDiKBPPnI
/et/202304201000,2023-04-20 10:00:00,
/et/202304241500,2023-04-24 15:00:00,https://www.youtube.com/watch?v=bkB7PGU6mhg
/et/202304251000,2023-04-25 10:00:00,
/et/202304261200,2023-04-26 12:00:00,https://www.youtube.com/watch?v=m9UJhvQh4Cs
/et/202304261400,2023-04-26 14:00:00,
/et/202304271000,2023-04-27 10:00:00,https://www.youtube.com/watch?v=6mBYUJQfft8
/et/202305081500,2023-05-08 15:00:00,
/et/202305091000,2023-05-09 10:00:00,
/et/202305101200,2023-05-10 12:00:00,https://www.youtube.com/watch?v=oJe9jzAC790
/et/202305101400,2023-05-10 14:00:00,
/et/202305111000,2023-05-11 10:00:00,
/et/202305121500,2023-05-12 15:00:00,
/et/202305151500,2023-05-15 15:00:00,
/et/202305161000,2023-05-16 10:00:00,https://www.youtube.com/watch?v=pAPAPgjMGCo
/et/202305171200,2023-05-17 12:00:00,https://www.youtube.com/watch?v=sk1HcSQX3jc
/et/202305171400,2023-05-17 14:00:00,https://www.youtube.com/watch?v=UrnjyrwMZ8Q
/et/202305181000,2023-05-18 10:00:00,https://www.youtube.com/watch?v=QzLNHORS5MI
/et/202305221500,2023-05-22 15:00:00,https://www.youtube.com/watch?v=U-pbxTf4R3c
/et/202305231000,2023-05-23 10:00:00,https://www.youtube.com/watch?v=kprjFOtepBo
/et/202305241200,2023-05-24 12:00:00,https://www.youtube.com/watch?v=dFhzgvMazV4
/et/202305241400,2023-05-24 14:00:00,https://www.youtube.com/watch?v=K-VQGrfMCdg
/et/202305251000,2023-05-25 10:00:00,https://www.youtube.com/watch?v=UqRFvCVfxTc
/et/202306051500,2023-06-05 15:00:00,https://www.youtube.com/watch?v=RkPSHLI2Wkc
/et/202306061000,2023-06-06 10:00:00,https://www.youtube.com/watch?v=Y-sK7hpq80A
/et/202306071200,2023-06-07 12:00:00,https://www.youtube.com/watch?v=9c2AVESblGY
/et/202306071400,2023-06-07 14:00:00,https://www.youtube.com/watch?v=9bn3N1tXvug
/et/202306081000,2023-06-08 10:00:00,https://www.youtube.com/watch?v=NuOMrmuxqFo
/et/202306121500,2023-06-12 15:00:00,https://www.youtube.com/watch?v=grFY-lVeHhU
/et/202306131000,2023-06-13 10:00:00,https://www.youtube.com/watch?v=BOEfkVczuVU
/et/202306141200,2023-06-14 12:00:00,https://www.youtube.com/watch?v=p9x1xnMppnc
/et/202306141400,2023-06-14 14:00:00,https://www.youtube.com/watch?v=ifpsY9ficpE
/et/202306141400,2023-06-14 14:00:00,https://www.youtube.com/watch?v=WpSWOGaTUto
/et/202306151000,2023-06-15 10:00:00,https://www.youtube.com/watch?v=afOa7ok3ibU
/et/202306191000,2023-06-19 10:00:00,https://www.youtube.com/watch?v=CV5CrAinmIY
/et/202306191000,2023-06-19 10:00:00,https://www.youtube.com/watch?v=OxbaNIPtGSg
/et/202306191000,2023-06-19 10:00:00,https://www.youtube.com/watch?v=SKi6ymtVn7s
/et/202306201340,2023-06-20 13:40:00,https://www.youtube.com/watch?v=zwe3hjQWtv0
/et/202309111500,2023-09-11 15:00:00,https://www.youtube.com/watch?v=tQ11rR1f0io
/et/202309121000,2023-09-12 10:00:00,https://www.youtube.com/watch?v=qv6pHT046kM
/et/202309131200,2023-09-13 12:00:00,https://www.youtube.com/watch?v=04YuoP-YBjk
/et/202309131400,2023-09-13 14:00:00,https://www.youtube.com/watch?v=dMBpP4I4GLE
/et/202309141000,2023-09-14 10:00:00,https://www.youtube.com/watch?v=D6YuOZML1pA
/et/202309181500,2023-09-18 15:00:00,https://www.youtube.com/watch?v=RKzUV8QkySM
/et/202309191000,2023-09-19 10:00:00,https://www.youtube.com/watch?v=scA39kV9UQc
/et/202309201200,2023-09-20 12:00:00,https://www.youtube.com/watch?v=bJSLK4GPd_E
/et/202309201400,2023-09-20 14:00:00,https://www.youtube.com/watch?v=NSzn_0ReUQ8
/et/202309211000,2023-09-21 10:00:00,https://www.youtube.com/watch?v=tgCWDkgfJ6s
/et/202309251500,2023-09-25 15:00:00,https://www.youtube.com/watch?v=W62rTe_lpYE
/et/202309261000,2023-09-26 10:00:00,https://www.youtube.com/watch?v=T42HL105mzo
/et/202309271200,2023-09-27 12:00:00,https://www.youtube.com/watch?v=7miTzSGalac
/et/202309271400,2023-09-27 14:00:00,https://www.youtube.com/watch?v=nRNDxE-oyy8
/et/202309281000,2023-09-28 10:00:00,https://www.youtube.com/watch?v=LiJAg0e7eU0
/et/202310091500,2023-10-09 15:00:00,https://www.youtube.com/watch?v=cMrvkezHc-I
/et/202310101000,2023-10-10 10:00:00,https://www.youtube.com/watch?v=ijKrEJZpk6w
/et/202310111200,2023-10-11 12:00:00,https://www.youtube.com/watch?v=B1ur5O2m6uA
/et/202310111400,2023-10-11 14:00:00,
/et/202310121000,2023-10-12 10:00:00,https://www.youtube.com/watch?v=dqsweKiM06w
/et/202310161500,2023-10-16 15:00:00,https://www.youtube.com/watch?v=lXufeDwBeWI
/et/202310171000,2023-10-17 10:00:00,https://www.youtube.com/watch?v=rDClGsvX7j8
/et/202310181200,2023-10-18 12:00:00,https://www.youtube.com/watch?v=YJKJ0UFaJxE
/et/202310181400,2023-10-18 14:00:00,https://www.youtube.com/watch?v=3jsZFsZcTes
/et/202310181400,2023-10-18 14:00:00,https://www.youtube.com/watch?v=IWN7AtmsZcs
/et/202310191000,2023-10-19 10:00:00,https://www.youtube.com/watch?v=OtPLrRCdXQU
/et/202310231500,2023-10-23 15:00:00,https://www.youtube.com/watch?v=cHRVWpMyQQI
/et/202310241000,2023-10-24 10:00:00,https://www.youtube.com/watch?v=6vbbPI2gaW8
/et/202310251200,2023-10-25 12:00:00,https://www.youtube.com/watch?v=WgCxiK8jX0g
/et/202310251400,2023-10-25 14:00:00,https://www.youtube.com/watch?v=RPzR_oJrmxE
/et/202310261000,2023-10-26 10:00:00,https://www.youtube.com/watch?v=daTTI_4L7N0
/et/202311061500,2023-11-06 15:00:00,https://www.youtube.com/watch?v=IjOzOEt8hVo
/et/202311071000,2023-11-07 10:00:00,https://www.youtube.com/watch?v=sgcDi2a-rok
/et/202311081200,2023-11-08 12:00:00,
/et/202311081400,2023-11-08 14:00:00,https://www.youtube.com/watch?v=wEoJN2o_LY4
/et/202311081400,2023-11-08 14:00:00,https://www.youtube.com/watch?v=eZYZ76AMz4k
/et/202311091000,2023-11-09 10:00:00,https://www.youtube.com/watch?v=91iuaz-lgVA
/et/202311131500,2023-11-13 15:00:00,https://www.youtube.com/watch?v=lKiUvshXGg8
/et/202311141000,2023-11-14 10:00:00,https://www.youtube.com/watch?v=1J5U5T_5ic4
/et/202311151200,2023-11-15 12:00:00,https://www.youtube.com/watch?v=MQfzKlMiPws
/et/202311151400,2023-11-15 14:00:00,https://www.youtube.com/watch?v=qeccpS3AE2c
/et/202311161000,2023-11-16 10:00:00,https://www.youtube.com/watch?v=B4yL7nB5Zpc
/et/202311201500,2023-11-20 15:00:00,https://www.youtube.com/watch?v=WS01aqP6uhQ
/et/202311211000,2023-11-21 10:00:00,https://www.youtube.com/watch?v=rIRl51VENSY
/et/202311221200,2023-11-22 12:00:00,https://www.youtube.com/watch?v=vP0WyT-_f74
/et/202311221400,2023-11-22 14:00:00,https://www.youtube.com/watch?v=NdOJ7ExgR_E
/et/202311221400,2023-11-22 14:00:00,https://www.youtube.com/watch?v=el1AoJi98fs
/et/202311231000,2023-11-23 10:00:00,https://www.youtube.com/watch?v=WX7WWSwFZGI
/et/202312041500,2023-12-04 15:00:00,https://www.youtube.com/watch?v=Jbdj1a21Bsg
/et/202312051000,2023-12-05 10:00:00,https://www.youtube.com/watch?v=O9CyraWPYTs
/et/202312061200,2023-12-06 12:00:00,https://www.youtube.com/watch?v=Pk7UQ8ThY_g
/et/202312061400,2023-12-06 14:00:00,https://www.youtube.com/watch?v=NTeS2GAjDE4
/et/202312061400,2023-12-06 14:00:00,https://www.youtube.com/watch?v=bWOr8l4_LHw
/et/202312071000,2023-12-07 10:00:00,https://www.youtube.com/watch?v=U9mLxQWfDRM
/et/202312081100,2023-12-08 11:00:00,https://www.youtube.com/watch?v=QGND6z2nrrc
/et/202312111500,2023-12-11 15:00:00,https://www.youtube.com/watch?v=CT4RBswRWhY
/et/202312121000,2023-12-12 10:00:00,https://www.youtube.com/watch?v=S4Epm0GQHgI
/et/202312131200,2023-12-13 12:00:00,https://www.youtube.com/watch?v=pNQo-9GPIr8
/et/202312131400,2023-12-13 14:00:00,https://www.youtube.com/watch?v=Ifu6m6Yz5Ss
/et/202312141000,2023-12-14 10:00:00,https://www.youtube.com/watch?v=WwhqFoCReoA
/et/202312181500,2023-12-18 15:00:00,https://www.youtube.com/watch?v=hGXUCBG6bNc
/et/202312191000,2023-12-19 10:00:00,https://www.youtube.com/watch?v=L82E-SJN7YM
/et/202312201200,2023-12-20 12:00:00,https://www.youtube.com/watch?v=EixR93QDJ38
/et/202312201400,2023-12-20 14:00:00,https://www.youtube.com/watch?v=lIDWevDsCjo
/et/202312211000,2023-12-21 10:00:00,https://www.youtube.com/watch?v=n-yHqxtyxzM
/et/202401081500,2024-01-08 15:00:00,https://www.youtube.com/watch?v=kpezfKdYfqE
/et/202401091000,2024-01-09 10:00:00,https://www.youtube.com/watch?v=IcJGAV2dKjA
/et/202401101200,2024-01-10 12:00:00,https://www.youtube.com/watch?v=B3tN56zlaSQ
/et/202401101400,2024-01-10 14:00:00,https://www.youtube.com/watch?v=O07eW7gW8nA
/et/202401111000,2024-01-11 10:00:00,https://www.youtube.com/watch?v=F0DBP1MUjDM
/et/202401111400,2024-01-11 14:00:00,
/et/202401151500,2024-01-15 15:00:00,https://www.youtube.com/watch?v=6xqoHr_WMLE
/et/202401161000,2024-01-16 10:00:00,
/et/202401171200,2024-01-17 12:00:00,https://www.youtube.com/watch?v=iUYUG6jyJMk
/et/202401171400,2024-01-17 14:00:00,https://www.youtube.com/watch?v=YWkt0gr2jhw
/et/202401181000,2024-01-18 10:00:00,https://www.youtube.com/watch?v=OEqWQbpVM7U
/et/202401221500,2024-01-22 15:00:00,https://www.youtube.com/watch?v=mgwv_U9GOEQ
/et/202401231000,2024-01-23 10:00:00,https://www.youtube.com/watch?v=VeKC0iw7Kw4
/et/202401241200,2024-01-24 12:00:00,https://www.youtube.com/watch?v=j-WV5PHpdgw
/et/202401241400,2024-01-24 14:00:00,https://www.youtube.com/watch?v=YeDTMAOYzKs
/et/202401251000,2024-01-25 10:00:00,https://www.youtube.com/watch?v=W8sOdhVn2hk
/et/202402051500,2024-02-05 15:00:00,https://www.youtube.com/watch?v=ejUgzsYsCVc
/et/202402061000,2024-02-06 10:00:00,https://www.youtube.com/watch?v=9feIeG-xy68
/et/202402071200,2024-02-07 12:00:00,https://www.youtube.com/watch?v=oetSZWGTBZM
/et/202402071400,2024-02-07 14:00:00,https://www.youtube.com/watch?v=3-8pIt09qow
/et/202402081000,2024-02-08 10:00:00,https://www.youtube.com/watch?v=-pepnC5xobM
/et/202402121500,2024-02-12 15:00:00,https://www.youtube.com/watch?v=NubIg6M4t50
/et/202402131000,2024-02-13 10:00:00,https://www.youtube.com/watch?v=dNTu86UHtdA
/et/202402141200,2024-02-14 12:00:00,https://www.youtube.com/watch?v=BY7iaHFmlhU
/et/202402141400,2024-02-14 14:00:00,https://www.youtube.com/watch?v=kcPw7WK9TzA
/et/202402151000,2024-02-15 10:00:00,
/et/202402191500,2024-02-19 15:00:00,https://www.youtube.com/watch?v=B7x2fYCD5Uo
/et/202402201000,2024-02-20 10:00:00,https://www.youtube.com/watch?v=RsC5KhNpcYo
/et/202402211200,2024-02-21 12:00:00,
/et/202402211400,2024-02-21 14:00:00,https://www.youtube.com/watch?v=59u0oSN_0N8
/et/202402221000,2024-02-22 10:00:00,https://www.youtube.com/watch?v=Bfue021o-fM
/et/202403041500,2024-03-04 15:00:00,https://www.youtube.com/watch?v=2bj5Mw2vliY
/et/202403051000,2024-03-05 10:00:00,
/et/202403061200,2024-03-06 12:00:00,https://www.youtube.com/watch?v=JhpqONrMgc4
/et/202403061400,2024-03-06 14:00:00,https://www.youtube.com/watch?v=lKFuqwAhsN4
/et/202403071000,2024-03-07 10:00:00,https://www.youtube.com/watch?v=KIfkBHHVy1E
/et/202403111500,2024-03-11 15:00:00,https://www.youtube.com/watch?v=nIMo1TbUNss
/et/202403121000,2024-03-12 10:00:00,https://www.youtube.com/watch?v=DajcKvYFNOE
/et/202403131200,2024-03-13 12:00:00,https://www.youtube.com/watch?v=6yUz3CawWuM
/et/202403131400,2024-03-13 14:00:00,https://www.youtube.com/watch?v=Lmw3x6WXepc
/et/202403141000,2024-03-14 10:00:00,https://www.youtube.com/watch?v=DvpBZNzN3ew
/et/202403181500,2024-03-18 15:00:00,https://www.youtube.com/watch?v=xnNdX-zwKxU
/et/202403191000,2024-03-19 10:00:00,https://www.youtube.com/watch?v=U9s2z_wsl7k
/et/202403201200,2024-03-20 12:00:00,
/et/202403201400,2024-03-20 14:00:00,https://www.youtube.com/watch?v=-L9mh0pv3DQ
/et/202403211000,2024-03-21 10:00:00,
/et/202404011500,2024-04-01 15:00:00,https://www.youtube.com/watch?v=WYAp57-vFQo
/et/202404021000,2024-04-02 10:00:00,https://www.youtube.com/watch?v=-HW5JJN4ziE
/et/202404031200,2024-04-03 12:00:00,https://www.youtube.com/watch?v=uZ0ekZaUVSw
/et/202404031400,2024-04-03 14:00:00,https://www.youtube.com/watch?v=gCq6Nvyg7QM
/et/202404041000,2024-04-04 10:00:00,https://www.youtube.com/watch?v=7J1tFFcawwg
/et/202404081500,2024-04-08 15:00:00,https://www.youtube.com/watch?v=AMAzCDM42Lw
/et/202404091000,2024-04-09 10:00:00,https://www.youtube.com/watch?v=1m8SrGST1qM
/et/202404101200,2024-04-10 12:00:00,
/et/202404101400,2024-04-10 14:00:00,https://www.youtube.com/watch?v=eK9_5moezXQ
/et/202404111000,2024-04-11 10:00:00,https://www.youtube.com/watch?v=DdyBLNXLnh4
/et/202404151500,2024-04-15 15:00:00,https://www.youtube.com/watch?v=ErDlyv5xedI
/et/202404161000,2024-04-16 10:00:00,https://www.youtube.com/watch?v=r7xo4eYWopc
/et/202404171200,2024-04-17 12:00:00,https://www.youtube.com/watch?v=kmZCr9an_P0
/et/202404171400,2024-04-17 14:00:00,https://www.youtube.com/watch?v=6sR4gkqmbbk
/et/202404181000,2024-04-18 10:00:00,https://www.youtube.com/watch?v=cP-1_E2AbbE
/et/202404291500,2024-04-29 15:00:00,https://www.youtube.com/watch?v=E4CXLvfjh0w
/et/202404301000,2024-04-30 10:00:00,
/et/202405021000,2024-05-02 10:00:00,https://www.youtube.com/watch?v=ote_LTLo50E
/et/202405061500,2024-05-06 15:00:00,https://www.youtube.com/watch?v=Ln2v5FU42h4
/et/202405071000,2024-05-07 10:00:00,https://www.youtube.com/watch?v=gZwi2ym4mHg
/et/202405081200,2024-05-08 12:00:00,https://www.youtube.com/watch?v=pnwB0Oeprdw
/et/202405081400,2024-05-08 14:00:00,https://www.youtube.com/watch?v=7f882Adr6cw
/et/202405091000,2024-05-09 10:00:00,
/et/202405131500,2024-05-13 15:00:00,https://www.youtube.com/watch?v=sxjR2w5fJtg
/et/202405141000,2024-05-14 10:00:00,https://www.youtube.com/watch?v=9zq2a6vMAPs
/et/202405151200,2024-05-15 12:00:00,https://www.youtube.com/watch?v=HF5rTq-O0pQ
/et/202405151400,2024-05-15 14:00:00,https://www.youtube.com/watch?v=1cAR1LsWqQA
/et/202405161000,2024-05-16 10:00:00,
/et/202405271500,2024-05-27 15:00:00,https://www.youtube.com/watch?v=TCF27pYAxx8
/et/202405281000,2024-05-28 10:00:00,
/et/202405291200,2024-05-29 12:00:00,
/et/202405291400,2024-05-29 14:00:00,https://www.youtube.com/watch?v=_lk3UzRRleY
/et/202405301000,2024-05-30 10:00:00,https://www.youtube.com/watch?v=3KFivi4-NOk
/et/202406031500,2024-06-03 15:00:00,https://www.youtube.com/watch?v=eBFoYqyVTyU
/et/202406041000,2024-06-04 10:00:00,https://www.youtube.com/watch?v=WwiUmCIJo48
/et/202406051200,2024-06-05 12:00:00,https://www.youtube.com/watch?v=rZ4Pq4-R-yE
/et/202406051400,2024-06-05 14:00:00,https://www.youtube.com/watch?v=4x7leJ-PEi0
/et/202406051400,2024-06-05 14:00:00,https://www.youtube.com/watch?v=FZeDB5DLtW8
/et/202406061000,2024-06-06 10:00:00,https://www.youtube.com/watch?v=xkuUcxEdwJE
/et/202406101500,2024-06-10 15:00:00,https://www.youtube.com/watch?v=0FNMLl90-gU
/et/202406111000,2024-06-11 10:00:00,https://www.youtube.com/watch?v=olUUYYSlyv4
/et/202406121200,2024-06-12 12:00:00,https://www.youtube.com/watch?v=L6xier4sECo
/et/202406121400,2024-06-12 14:00:00,https://www.youtube.com/watch?v=aDDTpBgiXzw
/et/202406131000,2024-06-13 10:00:00,https://www.youtube.com/watch?v=fDAmBpuy7ws
/et/202406141000,2024-06-14 10:00:00,https://www.youtube.com/watch?v=Ix0NaNhkdIs
/et/202406191000,2024-06-19 10:00:00,https://www.youtube.com/watch?v=gdEWLKwAqh4
/et/202407151000,2024-07-15 10:00:00,
/et/202407221100,2024-07-22 11:00:00,https://www.youtube.com/watch?v=1GwkEhhNPY0
/et/202407231000,2024-07-23 10:00:00,https://www.youtube.com/watch?v=G7CVZoWsQlg
/et/202407291000,2024-07-29 10:00:00,https://www.youtube.com/watch?v=CsXuxT8mDOw
/et/202407291734,2024-07-29 17:34:00,https://www.youtube.com/watch?v=vwk0CJl0TIo
/et/202407291856,2024-07-29 18:56:00,https://www.youtube.com/watch?v=Jl1_w2kircg
/et/202409091500,2024-09-09 15:00:00,https://www.youtube.com/watch?v=1LpY0NvNhM0
/et/202409101000,2024-09-10 10:00:00,https://www.youtube.com/watch?v=Ud6nwwbbNVQ
/et/202409111200,2024-09-11 12:00:00,
/et/202409111400,2024-09-11 14:00:00,https://www.youtube.com/watch?v=pu3qOwJHIaM
/et/202409121000,2024-09-12 10:00:00,
/et/202409161500,2024-09-16 15:00:00,https://www.youtube.com/watch?v=zV0M4eUDTeE
/et/202409171000,2024-09-17 10:00:00,
/et/202409181200,2024-09-18 12:00:00,https://www.youtube.com/watch?v=Wvlr9FHQXn0
/et/202409181400,2024-09-18 14:00:00,https://www.youtube.com/watch?v=hbM-5W7PQng
/et/202409191000,2024-09-19 10:00:00,https://www.youtube.com/watch?v=h0oFtx_6sso
/et/202409231500,2024-09-23 15:00:00,https://www.youtube.com/watch?v=U27l1xBNwp4
/et/202409241000,2024-09-24 10:00:00,
/et/202409251200,2024-09-25 12:00:00,https://www.youtube.com/watch?v=oP6HGjqp9rQ
/et/202409251400,2024-09-25 14:00:00,https://www.youtube.com/watch?v=tEoL6p8r8HI
/et/202409261000,2024-09-26 10:00:00,
/et/202410071500,2024-10-07 15:00:00,https://www.youtube.com/watch?v=BfZQQ7H6rEI
/et/202410081000,2024-10-08 10:00:00,https://www.youtube.com/watch?v=2vxyRvmJ9N0
/et/202410091200,2024-10-09 12:00:00,https://www.youtube.com/watch?v=OvN36VPa3vw
/et/202410091400,2024-10-09 14:00:00,https://www.youtube.com/watch?v=XDMqtw63OMU
/et/202410101000,2024-10-10 10:00:00,https://www.youtube.com/watch?v=gdVV9Zw9cX0
/et/202410141500,2024-10-14 15:00:00,
/et/202410151000,2024-10-15 10:00:00,https://www.youtube.com/watch?v=FVlNNfJoezQ
/et/202410161200,2024-10-16 12:00:00,https://www.youtube.com/watch?v=76PaBDSEFdE
/et/202410161400,2024-10-16 14:00:00,https://www.youtube.com/watch?v=/zTQrIDYKPGw
/et/202410171000,2024-10-17 10:00:00,https://www.youtube.com/watch?v=B9R60RhwnsE
/et/202410211500,2024-10-21 15:00:00,https://www.youtube.com/watch?v=pNXkhjDDL2o
/et/202410221000,2024-10-22 10:00:00,https://www.youtube.com/watch?v=eNbgXNlzF0g
/et/202410231200,2024-10-23 12:00:00,https://www.youtube.com/watch?v=wG3rDRBJKSs
/et/202410231400,2024-10-23 14:00:00,
/et/202410241000,2024-10-24 10:00:00,https://www.youtube.com/watch?v=bKLho2-NIgM
